Date,Close,Bullish_sentiment,Neutral_sentiment,Bearish_sentiment,Mov Avg_sentiment,Spread_sentiment,Average_sentiment,+St. Dev._sentiment,- St. Dev._sentiment
2013-01-02,1462.4200439453125,0.44403,0.253731,0.302239,0.400402125,0.141791,0.3761076426708409,0.4773140559726221,0.2749012293690596
2013-01-03,1459.3699951171875,0.387097,0.250896,0.362007,0.400667125,0.02509,0.3761076426708409,0.4773140559726221,0.2749012293690596
2013-01-04,1466.469970703125,0.387097,0.250896,0.362007,0.400667125,0.02509,0.3761076426708409,0.4773140559726221,0.2749012293690596
2013-01-07,1461.8900146484375,0.387097,0.250896,0.362007,0.400667125,0.02509,0.3761076426708409,0.4773140559726221,0.2749012293690596
2013-01-08,1457.1500244140625,0.387097,0.250896,0.362007,0.400667125,0.02509,0.3761076426708409,0.4773140559726221,0.2749012293690596
2013-01-09,1461.02001953125,0.387097,0.250896,0.362007,0.400667125,0.02509,0.3761076426708409,0.4773140559726221,0.2749012293690596
2013-01-10,1472.1199951171875,0.464497,0.266272,0.269231,0.422699875,0.195266,0.3761076426708409,0.4773140559726221,0.2749012293690596
2013-01-11,1472.050048828125,0.464497,0.266272,0.269231,0.422699875,0.195266,0.3761076426708409,0.4773140559726221,0.2749012293690596
2013-01-14,1470.6800537109375,0.464497,0.266272,0.269231,0.422699875,0.195266,0.3761076426708409,0.4773140559726221,0.2749012293690596
2013-01-15,1472.3399658203125,0.464497,0.266272,0.269231,0.422699875,0.195266,0.3761076426708409,0.4773140559726221,0.2749012293690596
2013-01-16,1472.6300048828125,0.464497,0.266272,0.269231,0.422699875,0.195266,0.3761076426708409,0.4773140559726221,0.2749012293690596
2013-01-17,1480.93994140625,0.439437,0.287324,0.273239,0.4328599999999999,0.166198,0.3761076426708409,0.4773140559726221,0.2749012293690596
2013-01-18,1485.97998046875,0.439437,0.287324,0.273239,0.4328599999999999,0.166198,0.3761076426708409,0.4773140559726221,0.2749012293690596
2013-01-22,1492.56005859375,0.439437,0.287324,0.273239,0.4328599999999999,0.166198,0.3761076426708409,0.4773140559726221,0.2749012293690596
2013-01-23,1494.81005859375,0.439437,0.287324,0.273239,0.4328599999999999,0.166198,0.3761076426708409,0.4773140559726221,0.2749012293690596
2013-01-24,1494.8199462890625,0.523392,0.233918,0.24269,0.44712575,0.280702,0.3761076426708409,0.4773140559726221,0.2749012293690596
2013-01-25,1502.9599609375,0.523392,0.233918,0.24269,0.44712575,0.280702,0.3761076426708409,0.4773140559726221,0.2749012293690596
2013-01-28,1500.1800537109375,0.523392,0.233918,0.24269,0.44712575,0.280702,0.3761076426708409,0.4773140559726221,0.2749012293690596
2013-01-29,1507.8399658203125,0.523392,0.233918,0.24269,0.44712575,0.280702,0.3761076426708409,0.4773140559726221,0.2749012293690596
2013-01-30,1501.9599609375,0.523392,0.233918,0.24269,0.44712575,0.280702,0.3761076426708409,0.4773140559726221,0.2749012293690596
2013-01-31,1498.1099853515625,0.480447,0.276536,0.243017,0.4544038749999999,0.23743,0.3761076426708409,0.4773140559726221,0.2749012293690596
2013-02-01,1513.1700439453125,0.480447,0.276536,0.243017,0.4544038749999999,0.23743,0.3761076426708409,0.4773140559726221,0.2749012293690596
2013-02-04,1495.7099609375,0.480447,0.276536,0.243017,0.4544038749999999,0.23743,0.3761076426708409,0.4773140559726221,0.2749012293690596
2013-02-05,1511.2900390625,0.480447,0.276536,0.243017,0.4544038749999999,0.23743,0.3761076426708409,0.4773140559726221,0.2749012293690596
2013-02-06,1512.1199951171875,0.480447,0.276536,0.243017,0.4544038749999999,0.23743,0.3761076426708409,0.4773140559726221,0.2749012293690596
2013-02-07,1509.3900146484375,0.427673,0.27673,0.295597,0.4538216249999999,0.132076,0.3761076426708409,0.4773140559726221,0.2749012293690596
2013-02-08,1517.9300537109375,0.427673,0.27673,0.295597,0.4538216249999999,0.132076,0.3761076426708409,0.4773140559726221,0.2749012293690596
2013-02-11,1517.010009765625,0.427673,0.27673,0.295597,0.4538216249999999,0.132076,0.3761076426708409,0.4773140559726221,0.2749012293690596
2013-02-12,1519.4300537109375,0.427673,0.27673,0.295597,0.4538216249999999,0.132076,0.3761076426708409,0.4773140559726221,0.2749012293690596
2013-02-13,1520.3299560546875,0.427673,0.27673,0.295597,0.4538216249999999,0.132076,0.3761076426708409,0.4773140559726221,0.2749012293690596
2013-02-14,1521.3800048828125,0.422535,0.290141,0.287324,0.4486384999999999,0.1352109999999999,0.3761076426708409,0.4773140559726221,0.2749012293690596
2013-02-15,1519.7900390625,0.422535,0.290141,0.287324,0.4486384999999999,0.1352109999999999,0.3761076426708409,0.4773140559726221,0.2749012293690596
2013-02-19,1530.93994140625,0.422535,0.290141,0.287324,0.4486384999999999,0.1352109999999999,0.3761076426708409,0.4773140559726221,0.2749012293690596
2013-02-20,1511.949951171875,0.422535,0.290141,0.287324,0.4486384999999999,0.1352109999999999,0.3761076426708409,0.4773140559726221,0.2749012293690596
2013-02-21,1502.4200439453125,0.417857,0.257143,0.325,0.445366875,0.0928569999999999,0.3761076426708409,0.4773140559726221,0.2749012293690596
2013-02-22,1515.5999755859375,0.417857,0.257143,0.325,0.445366875,0.0928569999999999,0.3761076426708409,0.4773140559726221,0.2749012293690596
2013-02-25,1487.8499755859375,0.417857,0.257143,0.325,0.445366875,0.0928569999999999,0.3761076426708409,0.4773140559726221,0.2749012293690596
2013-02-26,1496.93994140625,0.417857,0.257143,0.325,0.445366875,0.0928569999999999,0.3761076426708409,0.4773140559726221,0.2749012293690596
2013-02-27,1515.989990234375,0.417857,0.257143,0.325,0.445366875,0.0928569999999999,0.3761076426708409,0.4773140559726221,0.2749012293690596
2013-02-28,1514.6800537109375,0.283912,0.350158,0.365931,0.43246875,-0.082019,0.3761076426708409,0.4773140559726221,0.2749012293690596
2013-03-01,1518.199951171875,0.283912,0.350158,0.365931,0.43246875,-0.082019,0.3761076426708409,0.4773140559726221,0.2749012293690596
2013-03-04,1525.199951171875,0.283912,0.350158,0.365931,0.43246875,-0.082019,0.3761076426708409,0.4773140559726221,0.2749012293690596
