Date,Open,High,Low,Close,Adj Close,Volume,Bullish_sentiment,Neutral_sentiment,Bearish_sentiment,Total_sentiment,Mov Avg_sentiment,Spread_sentiment,Average_sentiment,+St. Dev._sentiment,- St. Dev._sentiment,High_sentiment,Low_sentiment,Close_sentiment
2000-02-17,1387.6700439453125,1399.8800048828125,1380.0699462890625,1388.260009765625,1388.260009765625,1034800000,0.2727,0.4848,0.2424,0.9999,0.531675,0.0302999999999999,0.3761076426708409,0.4773140559726221,0.2749012293690596,1407.72,1345.32,1346.09
2000-02-18,1388.260009765625,1388.5899658203125,1345.3199462890625,1346.0899658203125,1346.0899658203125,1042300000,0.2727,0.4848,0.2424,0.9999,0.531675,0.0302999999999999,0.3761076426708409,0.4773140559726221,0.2749012293690596,1407.72,1345.32,1346.09
2000-02-22,1346.0899658203125,1358.1099853515625,1331.8800048828125,1352.1700439453125,1352.1700439453125,980000000,0.2727,0.4848,0.2424,0.9999,0.531675,0.0302999999999999,0.3761076426708409,0.4773140559726221,0.2749012293690596,1407.72,1345.32,1346.09
2000-02-23,1352.1700439453125,1370.1099853515625,1342.43994140625,1360.68994140625,1360.68994140625,993700000,0.2727,0.4848,0.2424,0.9999,0.531675,0.0302999999999999,0.3761076426708409,0.4773140559726221,0.2749012293690596,1407.72,1345.32,1346.09
2000-02-24,1360.68994140625,1364.800048828125,1329.8800048828125,1353.4300537109375,1353.4300537109375,1215000000,0.4138,0.2759,0.3103,1.0,0.5084,0.1034999999999999,0.3761076426708409,0.4773140559726221,0.2749012293690596,1370.11,1329.15,1333.36
2000-02-25,1353.4300537109375,1362.1400146484375,1329.1500244140625,1333.3599853515625,1333.3599853515625,1065200000,0.4138,0.2759,0.3103,1.0,0.5084,0.1034999999999999,0.3761076426708409,0.4773140559726221,0.2749012293690596,1370.11,1329.15,1333.36
2000-02-28,1333.3599853515625,1360.8199462890625,1325.0699462890625,1348.050048828125,1348.050048828125,1026500000,0.4138,0.2759,0.3103,1.0,0.5084,0.1034999999999999,0.3761076426708409,0.4773140559726221,0.2749012293690596,1370.11,1329.15,1333.36
2000-02-29,1348.050048828125,1369.6300048828125,1348.050048828125,1366.4200439453125,1366.4200439453125,1204300000,0.4138,0.2759,0.3103,1.0,0.5084,0.1034999999999999,0.3761076426708409,0.4773140559726221,0.2749012293690596,1370.11,1329.15,1333.36
2000-03-01,1366.4200439453125,1383.4599609375,1366.4200439453125,1379.18994140625,1379.18994140625,1274100000,0.4138,0.2759,0.3103,1.0,0.5084,0.1034999999999999,0.3761076426708409,0.4773140559726221,0.2749012293690596,1370.11,1329.15,1333.36
2000-03-02,1379.18994140625,1386.56005859375,1370.3499755859375,1381.760009765625,1381.760009765625,1198600000,0.3667,0.4,0.2333,1.0,0.4604875,0.1334,0.3761076426708409,0.4773140559726221,0.2749012293690596,1410.88,1325.07,1409.17
2000-03-03,1381.760009765625,1410.8800048828125,1381.760009765625,1409.1700439453125,1409.1700439453125,1150300000,0.3667,0.4,0.2333,1.0,0.4604875,0.1334,0.3761076426708409,0.4773140559726221,0.2749012293690596,1410.88,1325.07,1409.17
2000-03-06,1409.1700439453125,1409.739990234375,1384.75,1391.280029296875,1391.280029296875,1029000000,0.3667,0.4,0.2333,1.0,0.4604875,0.1334,0.3761076426708409,0.4773140559726221,0.2749012293690596,1410.88,1325.07,1409.17
2000-03-07,1391.280029296875,1399.2099609375,1349.989990234375,1355.6199951171875,1355.6199951171875,1314100000,0.3667,0.4,0.2333,1.0,0.4604875,0.1334,0.3761076426708409,0.4773140559726221,0.2749012293690596,1410.88,1325.07,1409.17
2000-03-08,1355.6199951171875,1373.7900390625,1346.6199951171875,1366.699951171875,1366.699951171875,1203000000,0.5833,0.25,0.1667,1.0,0.459325,0.4166000000000001,0.3761076426708409,0.4773140559726221,0.2749012293690596,1413.46,1346.62,1395.07
2000-03-09,1366.699951171875,1401.8199462890625,1357.8800048828125,1401.68994140625,1401.68994140625,1123000000,0.5833,0.25,0.1667,1.0,0.459325,0.4166000000000001,0.3761076426708409,0.4773140559726221,0.2749012293690596,1413.46,1346.62,1395.07
2000-03-10,1401.68994140625,1413.4599609375,1392.0699462890625,1395.0699462890625,1395.0699462890625,1138800000,0.5833,0.25,0.1667,1.0,0.459325,0.4166000000000001,0.3761076426708409,0.4773140559726221,0.2749012293690596,1413.46,1346.62,1395.07
2000-03-13,1395.0699462890625,1398.3900146484375,1364.8399658203125,1383.6199951171875,1383.6199951171875,1016100000,0.5833,0.25,0.1667,1.0,0.459325,0.4166000000000001,0.3761076426708409,0.4773140559726221,0.2749012293690596,1413.46,1346.62,1395.07
2000-03-14,1383.6199951171875,1395.1500244140625,1359.1500244140625,1359.1500244140625,1359.1500244140625,1094000000,0.5833,0.25,0.1667,1.0,0.459325,0.4166000000000001,0.3761076426708409,0.4773140559726221,0.2749012293690596,1413.46,1346.62,1395.07
2000-03-15,1359.1500244140625,1397.989990234375,1356.989990234375,1392.1400146484375,1392.1400146484375,1302800000,0.5833,0.25,0.1667,1.0,0.459325,0.4166000000000001,0.3761076426708409,0.4773140559726221,0.2749012293690596,1413.46,1346.62,1395.07
2000-03-16,1392.1500244140625,1458.469970703125,1392.1500244140625,1458.469970703125,1458.469970703125,1482300000,0.5,0.2333,0.2667,1.0,0.4503999999999999,0.2333,0.3761076426708409,0.4773140559726221,0.2749012293690596,1477.33,1356.99,1464.47
2000-03-17,1458.469970703125,1477.3299560546875,1453.3199462890625,1464.469970703125,1464.469970703125,1295100000,0.5,0.2333,0.2667,1.0,0.4503999999999999,0.2333,0.3761076426708409,0.4773140559726221,0.2749012293690596,1477.33,1356.99,1464.47
2000-03-20,1464.469970703125,1470.300048828125,1448.489990234375,1456.6300048828125,1456.6300048828125,920800000,0.5,0.2333,0.2667,1.0,0.4503999999999999,0.2333,0.3761076426708409,0.4773140559726221,0.2749012293690596,1477.33,1356.99,1464.47
2000-03-21,1456.6300048828125,1493.9200439453125,1446.06005859375,1493.8699951171875,1493.8699951171875,1065900000,0.5,0.2333,0.2667,1.0,0.4503999999999999,0.2333,0.3761076426708409,0.4773140559726221,0.2749012293690596,1477.33,1356.99,1464.47
2000-03-22,1493.8699951171875,1505.0799560546875,1487.3299560546875,1500.6400146484375,1500.6400146484375,1075000000,0.5,0.2333,0.2667,1.0,0.4503999999999999,0.2333,0.3761076426708409,0.4773140559726221,0.2749012293690596,1477.33,1356.99,1464.47
2000-03-23,1500.6400146484375,1532.5,1492.3900146484375,1527.3499755859375,1527.3499755859375,1078300000,0.6571,0.1429,0.2,1.0,0.4654125,0.4571,0.3761076426708409,0.4773140559726221,0.2749012293690596,1552.87,1446.06,1527.46
2000-03-24,1527.3499755859375,1552.8699951171875,1516.8299560546875,1527.4599609375,1527.4599609375,1052200000,0.6571,0.1429,0.2,1.0,0.4654125,0.4571,0.3761076426708409,0.4773140559726221,0.2749012293690596,1552.87,1446.06,1527.46
2000-03-27,1527.4599609375,1534.6300048828125,1518.4599609375,1523.8599853515625,1523.8599853515625,901000000,0.6571,0.1429,0.2,1.0,0.4654125,0.4571,0.3761076426708409,0.4773140559726221,0.2749012293690596,1552.87,1446.06,1527.46
2000-03-28,1523.8599853515625,1527.3599853515625,1507.0899658203125,1507.72998046875,1507.72998046875,959100000,0.6571,0.1429,0.2,1.0,0.4654125,0.4571,0.3761076426708409,0.4773140559726221,0.2749012293690596,1552.87,1446.06,1527.46
2000-03-29,1507.72998046875,1521.449951171875,1497.449951171875,1508.52001953125,1508.52001953125,1061900000,0.6571,0.1429,0.2,1.0,0.4654125,0.4571,0.3761076426708409,0.4773140559726221,0.2749012293690596,1552.87,1446.06,1527.46
2000-03-30,1508.52001953125,1517.3800048828125,1474.6300048828125,1487.9200439453125,1487.9200439453125,1193400000,0.3889,0.1111,0.5,1.0,0.4501375,-0.1110999999999999,0.3761076426708409,0.4773140559726221,0.2749012293690596,1534.63,1474.63,1498.58
2000-03-31,1487.9200439453125,1519.81005859375,1484.3800048828125,1498.5799560546875,1498.5799560546875,1227400000,0.3889,0.1111,0.5,1.0,0.4501375,-0.1110999999999999,0.3761076426708409,0.4773140559726221,0.2749012293690596,1534.63,1474.63,1498.58
2000-04-03,1498.5799560546875,1507.18994140625,1486.9599609375,1505.969970703125,1505.969970703125,1021700000,0.3889,0.1111,0.5,1.0,0.4501375,-0.1110999999999999,0.3761076426708409,0.4773140559726221,0.2749012293690596,1534.63,1474.63,1498.58
2000-04-04,1505.97998046875,1526.449951171875,1416.4100341796875,1494.72998046875,1494.72998046875,1515460000,0.3889,0.1111,0.5,1.0,0.4501375,-0.1110999999999999,0.3761076426708409,0.4773140559726221,0.2749012293690596,1534.63,1474.63,1498.58
2000-04-05,1494.72998046875,1506.550048828125,1478.050048828125,1487.3699951171875,1487.3699951171875,1110300000,0.3889,0.1111,0.5,1.0,0.4501375,-0.1110999999999999,0.3761076426708409,0.4773140559726221,0.2749012293690596,1534.63,1474.63,1498.58
2000-04-06,1487.3699951171875,1511.760009765625,1487.3699951171875,1501.3399658203125,1501.3399658203125,1008000000,0.4583,0.3333,0.2083,0.9999,0.4550999999999999,0.2499999999999999,0.3761076426708409,0.4773140559726221,0.2749012293690596,1526.45,1416.41,1516.35
2000-04-07,1501.3399658203125,1518.6800537109375,1501.3399658203125,1516.3499755859375,1516.3499755859375,891600000,0.4583,0.3333,0.2083,0.9999,0.4550999999999999,0.2499999999999999,0.3761076426708409,0.4773140559726221,0.2749012293690596,1526.45,1416.41,1516.35
2000-04-10,1516.3499755859375,1527.18994140625,1503.3499755859375,1504.4599609375,1504.4599609375,853700000,0.4583,0.3333,0.2083,0.9999,0.4550999999999999,0.2499999999999999,0.3761076426708409,0.4773140559726221,0.2749012293690596,1526.45,1416.41,1516.35
2000-04-11,1504.4599609375,1512.800048828125,1486.780029296875,1500.5899658203125,1500.5899658203125,971400000,0.4583,0.3333,0.2083,0.9999,0.4550999999999999,0.2499999999999999,0.3761076426708409,0.4773140559726221,0.2749012293690596,1526.45,1416.41,1516.35
2000-04-12,1500.5899658203125,1509.0799560546875,1466.1500244140625,1467.1700439453125,1467.1700439453125,1175900000,0.4583,0.3333,0.2083,0.9999,0.4550999999999999,0.2499999999999999,0.3761076426708409,0.4773140559726221,0.2749012293690596,1526.45,1416.41,1516.35
2000-04-13,1467.1700439453125,1477.52001953125,1439.3399658203125,1440.510009765625,1440.510009765625,1032000000,0.5185,0.1852,0.2963,1.0,0.485825,0.2221999999999999,0.3761076426708409,0.4773140559726221,0.2749012293690596,1527.19,1339.4,1356.56
2000-04-14,1440.510009765625,1440.510009765625,1339.4000244140625,1356.56005859375,1356.56005859375,1279700000,0.5185,0.1852,0.2963,1.0,0.485825,0.2221999999999999,0.3761076426708409,0.4773140559726221,0.2749012293690596,1527.19,1339.4,1356.56
2000-04-17,1356.56005859375,1401.530029296875,1346.5,1401.43994140625,1401.43994140625,1204700000,0.5185,0.1852,0.2963,1.0,0.485825,0.2221999999999999,0.3761076426708409,0.4773140559726221,0.2749012293690596,1527.19,1339.4,1356.56
2000-04-18,1401.43994140625,1441.6099853515625,1397.81005859375,1441.6099853515625,1441.6099853515625,1109400000,0.5185,0.1852,0.2963,1.0,0.485825,0.2221999999999999,0.3761076426708409,0.4773140559726221,0.2749012293690596,1527.19,1339.4,1356.56
2000-04-19,1441.6099853515625,1447.68994140625,1424.260009765625,1427.469970703125,1427.469970703125,1001400000,0.5185,0.1852,0.2963,1.0,0.485825,0.2221999999999999,0.3761076426708409,0.4773140559726221,0.2749012293690596,1527.19,1339.4,1356.56
2000-04-20,1427.469970703125,1435.489990234375,1422.0799560546875,1434.5400390625,1434.5400390625,896200000,0.6373,0.1373,0.2255,1.0001,0.5137625,0.4117999999999999,0.3761076426708409,0.4773140559726221,0.2749012293690596,1447.69,1346.5,1434.54
2000-04-24,1434.5400390625,1434.5400390625,1407.1300048828125,1429.8599853515625,1429.8599853515625,868700000,0.6373,0.1373,0.2255,1.0001,0.5137625,0.4117999999999999,0.3761076426708409,0.4773140559726221,0.2749012293690596,1447.69,1346.5,1434.54
2000-04-25,1429.8599853515625,1477.6700439453125,1429.8599853515625,1477.43994140625,1477.43994140625,1071100000,0.6373,0.1373,0.2255,1.0001,0.5137625,0.4117999999999999,0.3761076426708409,0.4773140559726221,0.2749012293690596,1447.69,1346.5,1434.54
2000-04-26,1477.43994140625,1482.93994140625,1456.97998046875,1460.989990234375,1460.989990234375,999600000,0.6373,0.1373,0.2255,1.0001,0.5137625,0.4117999999999999,0.3761076426708409,0.4773140559726221,0.2749012293690596,1447.69,1346.5,1434.54
2000-04-27,1460.989990234375,1469.2099609375,1434.81005859375,1464.9200439453125,1464.9200439453125,1111000000,0.6129,0.2419,0.1452,1.0,0.5445374999999999,0.4677,0.3761076426708409,0.4773140559726221,0.2749012293690596,1482.94,1407.13,1452.43
2000-04-28,1464.9200439453125,1473.6199951171875,1448.1500244140625,1452.4300537109375,1452.4300537109375,984600000,0.6129,0.2419,0.1452,1.0,0.5445374999999999,0.4677,0.3761076426708409,0.4773140559726221,0.2749012293690596,1482.94,1407.13,1452.43
2000-05-01,1452.4300537109375,1481.510009765625,1452.4300537109375,1468.25,1468.25,966300000,0.6129,0.2419,0.1452,1.0,0.5445374999999999,0.4677,0.3761076426708409,0.4773140559726221,0.2749012293690596,1482.94,1407.13,1452.43
2000-05-02,1468.25,1468.25,1445.219970703125,1446.2900390625,1446.2900390625,1011500000,0.6129,0.2419,0.1452,1.0,0.5445374999999999,0.4677,0.3761076426708409,0.4773140559726221,0.2749012293690596,1482.94,1407.13,1452.43
2000-05-03,1446.2900390625,1446.2900390625,1398.3599853515625,1415.0999755859375,1415.0999755859375,991600000,0.6129,0.2419,0.1452,1.0,0.5445374999999999,0.4677,0.3761076426708409,0.4773140559726221,0.2749012293690596,1482.94,1407.13,1452.43
2000-05-04,1415.0999755859375,1420.989990234375,1404.93994140625,1409.5699462890625,1409.5699462890625,925800000,0.3478,0.3043,0.3478,0.9999,0.5151,0.0,0.3761076426708409,0.4773140559726221,0.2749012293690596,1481.51,1398.36,1432.63
2000-05-05,1409.5699462890625,1436.030029296875,1405.0799560546875,1432.6300048828125,1432.6300048828125,805500000,0.3478,0.3043,0.3478,0.9999,0.5151,0.0,0.3761076426708409,0.4773140559726221,0.2749012293690596,1481.51,1398.36,1432.63
2000-05-08,1432.6300048828125,1432.6300048828125,1417.050048828125,1424.1700439453125,1424.1700439453125,787600000,0.3478,0.3043,0.3478,0.9999,0.5151,0.0,0.3761076426708409,0.4773140559726221,0.2749012293690596,1481.51,1398.36,1432.63
2000-05-09,1424.1700439453125,1430.280029296875,1401.8499755859375,1412.1400146484375,1412.1400146484375,896600000,0.3478,0.3043,0.3478,0.9999,0.5151,0.0,0.3761076426708409,0.4773140559726221,0.2749012293690596,1481.51,1398.36,1432.63
2000-05-10,1412.1400146484375,1412.1400146484375,1375.1400146484375,1383.050048828125,1383.050048828125,1006400000,0.3478,0.3043,0.3478,0.9999,0.5151,0.0,0.3761076426708409,0.4773140559726221,0.2749012293690596,1481.51,1398.36,1432.63
2000-05-11,1383.050048828125,1410.260009765625,1383.050048828125,1407.81005859375,1407.81005859375,953600000,0.3023,0.4419,0.2558,1.0,0.4903875,0.0464999999999999,0.3761076426708409,0.4773140559726221,0.2749012293690596,1432.63,1375.14,1420.96
2000-05-12,1407.81005859375,1430.1300048828125,1407.81005859375,1420.9599609375,1420.9599609375,858200000,0.3023,0.4419,0.2558,1.0,0.4903875,0.0464999999999999,0.3761076426708409,0.4773140559726221,0.2749012293690596,1432.63,1375.14,1420.96
2000-05-15,1420.9599609375,1452.3900146484375,1416.5400390625,1452.3599853515625,1452.3599853515625,854600000,0.3023,0.4419,0.2558,1.0,0.4903875,0.0464999999999999,0.3761076426708409,0.4773140559726221,0.2749012293690596,1432.63,1375.14,1420.96
2000-05-16,1452.3599853515625,1470.4000244140625,1450.760009765625,1466.0400390625,1466.0400390625,955500000,0.3023,0.4419,0.2558,1.0,0.4903875,0.0464999999999999,0.3761076426708409,0.4773140559726221,0.2749012293690596,1432.63,1375.14,1420.96
2000-05-17,1466.0400390625,1466.0400390625,1441.6700439453125,1447.800048828125,1447.800048828125,820500000,0.3023,0.4419,0.2558,1.0,0.4903875,0.0464999999999999,0.3761076426708409,0.4773140559726221,0.2749012293690596,1432.63,1375.14,1420.96
2000-05-18,1447.800048828125,1458.0400390625,1436.5899658203125,1437.2099609375,1437.2099609375,807900000,0.3529,0.2353,0.4118,1.0,0.4523625,-0.0589,0.3761076426708409,0.4773140559726221,0.2749012293690596,1470.4,1401.74,1406.95
2000-05-19,1437.2099609375,1437.2099609375,1401.739990234375,1406.949951171875,1406.949951171875,853700000,0.3529,0.2353,0.4118,1.0,0.4523625,-0.0589,0.3761076426708409,0.4773140559726221,0.2749012293690596,1470.4,1401.74,1406.95
2000-05-22,1406.949951171875,1410.550048828125,1368.72998046875,1400.719970703125,1400.719970703125,869000000,0.3529,0.2353,0.4118,1.0,0.4523625,-0.0589,0.3761076426708409,0.4773140559726221,0.2749012293690596,1470.4,1401.74,1406.95
2000-05-23,1400.719970703125,1403.77001953125,1373.4300537109375,1373.8599853515625,1373.8599853515625,869900000,0.3529,0.2353,0.4118,1.0,0.4523625,-0.0589,0.3761076426708409,0.4773140559726221,0.2749012293690596,1470.4,1401.74,1406.95
2000-05-24,1373.8599853515625,1401.75,1361.0899658203125,1399.050048828125,1399.050048828125,1152300000,0.3529,0.2353,0.4118,1.0,0.4523625,-0.0589,0.3761076426708409,0.4773140559726221,0.2749012293690596,1470.4,1401.74,1406.95
2000-05-25,1399.050048828125,1411.6500244140625,1373.9300537109375,1381.52001953125,1381.52001953125,984500000,0.3492,0.2857,0.3651,1.0,0.4473999999999999,-0.0158999999999999,0.3761076426708409,0.4773140559726221,0.2749012293690596,1411.65,1361.09,1378.02
2000-05-26,1381.52001953125,1391.4200439453125,1369.75,1378.02001953125,1378.02001953125,722600000,0.3492,0.2857,0.3651,1.0,0.4473999999999999,-0.0158999999999999,0.3761076426708409,0.4773140559726221,0.2749012293690596,1411.65,1361.09,1378.02
2000-05-30,1378.02001953125,1422.449951171875,1378.02001953125,1422.449951171875,1422.449951171875,844200000,0.3492,0.2857,0.3651,1.0,0.4473999999999999,-0.0158999999999999,0.3761076426708409,0.4773140559726221,0.2749012293690596,1411.65,1361.09,1378.02
2000-05-31,1422.43994140625,1434.489990234375,1415.5,1420.5999755859375,1420.5999755859375,960500000,0.3492,0.2857,0.3651,1.0,0.4473999999999999,-0.0158999999999999,0.3761076426708409,0.4773140559726221,0.2749012293690596,1411.65,1361.09,1378.02
2000-06-01,1420.5999755859375,1448.81005859375,1420.5999755859375,1448.81005859375,1448.81005859375,960100000,0.4167,0.2083,0.375,1.0,0.4422,0.0417,0.3761076426708409,0.4773140559726221,0.2749012293690596,1483.23,1378.02,1477.26
2000-06-02,1448.81005859375,1483.22998046875,1448.81005859375,1477.260009765625,1477.260009765625,1162400000,0.4167,0.2083,0.375,1.0,0.4422,0.0417,0.3761076426708409,0.4773140559726221,0.2749012293690596,1483.23,1378.02,1477.26
2000-06-05,1477.260009765625,1477.280029296875,1464.6800537109375,1467.6300048828125,1467.6300048828125,838600000,0.4167,0.2083,0.375,1.0,0.4422,0.0417,0.3761076426708409,0.4773140559726221,0.2749012293690596,1483.23,1378.02,1477.26
2000-06-06,1467.6300048828125,1471.3599853515625,1454.739990234375,1457.8399658203125,1457.8399658203125,950100000,0.4167,0.2083,0.375,1.0,0.4422,0.0417,0.3761076426708409,0.4773140559726221,0.2749012293690596,1483.23,1378.02,1477.26
2000-06-07,1457.8399658203125,1474.6400146484375,1455.06005859375,1471.3599853515625,1471.3599853515625,854600000,0.4167,0.2083,0.375,1.0,0.4422,0.0417,0.3761076426708409,0.4773140559726221,0.2749012293690596,1483.23,1378.02,1477.26
2000-06-08,1471.3599853515625,1475.6500244140625,1456.489990234375,1461.6700439453125,1461.6700439453125,854300000,0.6154,0.1538,0.2308,1.0,0.4543125,0.3845999999999999,0.3761076426708409,0.4773140559726221,0.2749012293690596,1477.28,1454.74,1456.95
